TransCode	TransDate	Detail
PUR	28/08/2023 	Purchase VCHR_15436
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		301 - JAO QATIF STORE 	 108 	 0 	Purchase VCHR_15436	
2010	2010301524 - NQAA  ALAIN	301 - JAO QATIF STORE 	 0 	 108 	Purchase VCHR_15436 INV#_199197	
