TransCode	TransDate	Detail
PUR	18/08/2023 	Purchase VCHR_15313
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		301 - JAO QATIF STORE 	 79.2 	 0 	Purchase VCHR_15313	
2010	2010301524 - NQAA  ALAIN	301 - JAO QATIF STORE 	 0 	 79.2 	Purchase VCHR_15313 INV#_189745	
