TransCode	TransDate	Detail
PUR	23/07/2023 	Purchase VCHR_7052
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		303 - JAO TAROUT BR.	 104 	 0 	Purchase VCHR_7052	
2010	2010303519 - DEHLAWI OPTICAL INDUSTRIE	303 - JAO TAROUT BR.	 0 	 104 	Purchase VCHR_7052 INV#_806759	
