TransCode	TransDate	Detail
PUR	30/08/2023 	Purchase refund VCHR_3671
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		212 - JAO THUWAL BR. 	 0 	 27 	Purchase refund VCHR_3671	
2010	2010 - -----  NOTES & TRADE ACCOUNTS PAYABLE  -----	212 - JAO THUWAL BR. 	 27 	 0 	Purchase refund VCHR_3671	
