TransCode	TransDate	Detail
PUR	01/08/2023 	Purchase VCHR_15104
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		301 - JAO QATIF STORE 	 16.2 	 0 	Purchase VCHR_15104	
2010	2010301524 - NQAA  ALAIN	301 - JAO QATIF STORE 	 0 	 16.2 	Purchase VCHR_15104 INV#_177699	
