TransCode	TransDate	Detail
PUR	31/08/2023 	Purchase VCHR_15471
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		301 - JAO QATIF STORE 	 5.4 	 0 	Purchase VCHR_15471	
2010	2010301524 - NQAA  ALAIN	301 - JAO QATIF STORE 	 0 	 5.4 	Purchase VCHR_15471 INV#_202296	
