TransCode	TransDate	Detail
PUR	13/07/2023 	Purchase VCHR_7028
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		303 - JAO TAROUT BR.	 164 	 0 	Purchase VCHR_7028	
2010	2010303519 - DEHLAWI OPTICAL INDUSTRIE	303 - JAO TAROUT BR.	 0 	 164 	Purchase VCHR_7028 INV#_793109	
