TransCode	TransDate	Detail
PUR	03/08/2023 	Purchase VCHR_15121
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		301 - JAO QATIF STORE 	 186 	 0 	Purchase VCHR_15121	
2010	2010301509 - AL JALAL OPTICAL	301 - JAO QATIF STORE 	 0 	 186 	Purchase VCHR_15121 INV#_18826	
