TransCode	TransDate	Detail
PUR	31/08/2023 	Purchase refund VCHR_4047
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		210 - JAO HERA BR. JEDDAH 	 0 	 17 	Purchase refund VCHR_4047	
2010	2010 - -----  NOTES & TRADE ACCOUNTS PAYABLE  -----	210 - JAO HERA BR. JEDDAH 	 17 	 0 	Purchase refund VCHR_4047	
