TransCode	TransDate	Detail
PUR	23/07/2023 	Purchase VCHR_2889
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		213 - JAO AL-QUDS BR 	 56 	 0 	Purchase VCHR_2889	
2010	2010313519 - DEHLAWI OPTICAL INDUSTRIE	213 - JAO AL-QUDS BR 	 0 	 56 	Purchase VCHR_2889 INV#_1885	
