TransCode	TransDate	Detail
PUR	10/08/2023 	Purchase VCHR_15203
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		301 - JAO QATIF STORE 	 18 	 0 	Purchase VCHR_15203	
2010	2010301524 - NQAA  ALAIN	301 - JAO QATIF STORE 	 0 	 18 	Purchase VCHR_15203 INV#_185160	
