TransCode	TransDate	Detail
PUR	19/08/2023 	Purchase VCHR_2958
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		213 - JAO AL-QUDS BR 	 260 	 0 	Purchase VCHR_2958	
2010	2010313519 - DEHLAWI OPTICAL INDUSTRIE	213 - JAO AL-QUDS BR 	 0 	 260 	Purchase VCHR_2958 INV#_845816	
