TransCode	TransDate	Detail
PUR	08/07/2023 	Purchase refund VCHR_2841
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		213 - JAO AL-QUDS BR 	 0 	 220 	Purchase refund VCHR_2841	
2010	2010 - -----  NOTES & TRADE ACCOUNTS PAYABLE  -----	213 - JAO AL-QUDS BR 	 220 	 0 	Purchase refund VCHR_2841	
