TransCode	TransDate	Detail
PUR	10/08/2023 	Purchase VCHR_2923
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		213 - JAO AL-QUDS BR 	 73.6 	 0 	Purchase VCHR_2923	
2010	2010313519 - DEHLAWI OPTICAL INDUSTRIE	213 - JAO AL-QUDS BR 	 0 	 73.6 	Purchase VCHR_2923 INV#_834354	
