TransCode	TransDate	Detail
PUR	25/07/2023 	Purchase VCHR_15083
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		301 - JAO QATIF STORE 	 18 	 0 	Purchase VCHR_15083	
2010	2010301524 - NQAA  ALAIN	301 - JAO QATIF STORE 	 0 	 18 	Purchase VCHR_15083 INV#_171723	
