TransCode	TransDate	Detail
PUR	29/08/2023 	Purchase VCHR_15440
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		301 - JAO QATIF STORE 	 9 	 0 	Purchase VCHR_15440	
2010	2010301524 - NQAA  ALAIN	301 - JAO QATIF STORE 	 0 	 9 	Purchase VCHR_15440 INV#_199486	
