TransCode	TransDate	Detail
PUR	14/08/2023 	Purchase VCHR_2942
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		213 - JAO AL-QUDS BR 	 38.4 	 0 	Purchase VCHR_2942	
2010	2010313519 - DEHLAWI OPTICAL INDUSTRIE	213 - JAO AL-QUDS BR 	 0 	 38.4 	Purchase VCHR_2942 INV#_840663	
