TransCode	TransDate	Detail
SALE	29/08/2023 	Receipt RCPT_2273
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1010		213 - JAO AL-QUDS BR 	 260 	 0 	Receipt RCPT_2273	
5011		213 - JAO AL-QUDS BR 	 0 	 260 	Receipt RCPT_2273	
1310		213 - JAO AL-QUDS BR 	 0 	 15.86 	Receipt RCPT_2273	
5041		213 - JAO AL-QUDS BR 	 15.86 	 0 	Receipt RCPT_2273	
