TransCode	TransDate	Detail
SALE	15/08/2023 	Receipt RCPT_2112
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1010		213 - JAO AL-QUDS BR 	 80 	 0 	Receipt RCPT_2112	
1110	1110405 - TAWUNIYA INS. COMPANY	213 - JAO AL-QUDS BR 	 140 	 0 	Receipt RCPT_2112	
5011		213 - JAO AL-QUDS BR 	 0 	 400 	Receipt RCPT_2112	
5031		213 - JAO AL-QUDS BR 	 180 	 0 	Receipt RCPT_2112	
1310		213 - JAO AL-QUDS BR 	 0 	 11.96 	Receipt RCPT_2112	
5041		213 - JAO AL-QUDS BR 	 11.96 	 0 	Receipt RCPT_2112	
