TransCode	TransDate	Detail
SALE	22/08/2023 	Receipt RCPT_5666
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1010		305 - JAO AWAMAYAH BR.	 250 	 0 	Receipt RCPT_5666	
5011		305 - JAO AWAMAYAH BR.	 0 	 250 	Receipt RCPT_5666	
1310		305 - JAO AWAMAYAH BR.	 0 	 51.49 	Receipt RCPT_5666	
5041		305 - JAO AWAMAYAH BR.	 51.49 	 0 	Receipt RCPT_5666	
