TransCode	TransDate	Detail
SALE	30/08/2023 	Receipt RCPT_15146
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1010		303 - JAO TAROUT BR.	 175 	 0 	Receipt RCPT_15146	
5011		303 - JAO TAROUT BR.	 0 	 175 	Receipt RCPT_15146	
1310		303 - JAO TAROUT BR.	 0 	 54.7 	Receipt RCPT_15146	
5041		303 - JAO TAROUT BR.	 54.7 	 0 	Receipt RCPT_15146	
